Wavenumbers (cm-1),Glomalin,HA,BSA,,,Wavenumbers (cm-1),GOE,GOE+Glomalin,GOE+HA,GOE+BSA,,,Wavenumbers (cm-1),MnO2,MnO2+Glomalin,MnO2+HA,MnO2+BSA,,,Wavenumbers (cm-1),MMT,MMT+Glomalin,MMT+HA,MMT+BSA
750.28281,-0.0001,-0.00052,-0.00111,,,750.28281,0.01286,0.00979,0.04102,0.0206,,,750.28281,0.01893,0.00389,-0.00095,0.00825,,,750.28281,0.01466,-0.00021,0.00891,0.00509
748.35406,-0.00018,-0.00056,-0.00117,,,748.35406,0.01205,0.00918,0.03879,0.01925,,,748.35406,0.01941,0.00377,-0.00114,0.00829,,,748.35406,0.01444,-0.00009,0.00905,0.00513
746.42531,-0.00029,-0.00046,-0.00099,,,746.42531,0.01124,0.0085,0.03681,0.01816,,,746.42531,0.02013,0.00384,-0.00108,0.00864,,,746.42531,0.01423,-0.00019,0.00923,0.00527
744.49657,-0.0003,-0.00023,-0.00081,,,744.49657,0.01067,0.00782,0.03506,0.01749,,,744.49657,0.02085,0.00401,-0.0009,0.00933,,,744.49657,0.01391,-0.00041,0.00923,0.00531
742.56782,-0.00024,-0.00008,-0.00075,,,742.56782,0.01034,0.00716,0.03341,0.0169,,,742.56782,0.02157,0.00414,-0.00065,0.01011,,,742.56782,0.01336,-0.00063,0.009,0.00525
740.63907,-0.00018,-0.00011,-0.00074,,,740.63907,0.0101,0.0065,0.03179,0.01604,,,740.63907,0.02243,0.00436,-0.00042,0.01061,,,740.63907,0.01272,-0.00069,0.00855,0.00513
738.71032,-0.00022,-0.00015,-0.00079,,,738.71032,0.00964,0.00588,0.03032,0.01501,,,738.71032,0.02329,0.00465,-0.00038,0.0107,,,738.71032,0.01214,-0.00062,0.008,0.00477
736.78158,-0.00037,-0.00013,-0.00088,,,736.78158,0.00892,0.0053,0.02903,0.01423,,,736.78158,0.02406,0.00481,-0.00044,0.0108,,,736.78158,0.01164,-0.0006,0.00747,0.00426
734.85283,-0.00046,-0.00012,-0.00084,,,734.85283,0.00828,0.00469,0.02775,0.0138,,,734.85283,0.02495,0.00491,-0.00047,0.01125,,,734.85283,0.01126,-0.00063,0.00704,0.00386
732.92408,-0.00042,-0.00013,-0.00068,,,732.92408,0.00788,0.00411,0.02635,0.01337,,,732.92408,0.02584,0.00521,-0.00049,0.0118,,,732.92408,0.01093,-0.00054,0.00671,0.00364
730.99533,-0.00039,-0.00028,-0.00063,,,730.99533,0.00744,0.00375,0.02492,0.01274,,,730.99533,0.0265,0.00565,-0.00052,0.01218,,,730.99533,0.01041,-0.00034,0.00632,0.00356
729.06658,-0.00047,-0.00046,-0.00076,,,729.06658,0.00685,0.00348,0.02369,0.01214,,,729.06658,0.02708,0.00597,-0.00043,0.01254,,,729.06658,0.00981,-0.00023,0.00595,0.00358
727.13784,-0.0006,-0.00044,-0.00083,,,727.13784,0.00627,0.00314,0.02255,0.01167,,,727.13784,0.02772,0.0062,-0.00028,0.01298,,,727.13784,0.00941,-0.00026,0.00579,0.00366
725.20909,-0.0007,-0.00024,-0.00075,,,725.20909,0.00589,0.00285,0.02141,0.01112,,,725.20909,0.02834,0.00643,-0.00009,0.01345,,,725.20909,0.00903,-0.00033,0.0058,0.0038
723.28034,-0.00074,-0.00012,-0.00062,,,723.28034,0.00581,0.00285,0.02041,0.01052,,,723.28034,0.02901,0.00666,0.00037,0.01422,,,723.28034,0.00859,-0.00024,0.00589,0.00373
721.35159,-0.00063,-0.00013,-0.00056,,,721.35159,0.0058,0.00309,0.01936,0.01002,,,721.35159,0.02982,0.00683,0.00091,0.01534,,,721.35159,0.00823,-0.00004,0.00603,0.00335
719.42285,-0.00042,-0.0001,-0.0005,,,719.42285,0.00543,0.00313,0.01801,0.0095,,,719.42285,0.03048,0.00687,0.00097,0.01588,,,719.42285,0.00776,-0.00005,0.00588,0.00288
717.4941,-0.00028,-0.00005,-0.00041,,,717.4941,0.00484,0.00282,0.01668,0.00889,,,717.4941,0.03094,0.0069,0.00072,0.01558,,,717.4941,0.00711,-0.00022,0.00514,0.00238
715.56535,-0.00021,-0.00012,-0.0004,,,715.56535,0.00427,0.00246,0.01559,0.00807,,,715.56535,0.03154,0.00711,0.00056,0.01536,,,715.56535,0.00657,-0.0002,0.0043,0.00197
713.6366,-0.00008,-0.00016,-0.0004,,,713.6366,0.00378,0.00221,0.01465,0.00701,,,713.6366,0.0322,0.00731,0.00038,0.01568,,,713.6366,0.00621,0.00003,0.00402,0.00188
711.70786,0.00001,0.00001,-0.00026,,,711.70786,0.00349,0.00211,0.01377,0.00626,,,711.70786,0.03271,0.0074,0.00032,0.01637,,,711.70786,0.00585,0.00027,0.00407,0.00186
709.77911,-0.00003,0.00019,-0.00008,,,709.77911,0.00341,0.00222,0.01278,0.00601,,,709.77911,0.03331,0.00757,0.00045,0.01705,,,709.77911,0.00536,0.00018,0.00383,0.00166
707.85036,-0.00011,0.00006,-0.00004,,,707.85036,0.00327,0.00256,0.01163,0.00564,,,707.85036,0.03404,0.00799,0.00051,0.01763,,,707.85036,0.00492,-0.00018,0.00348,0.00156
705.92161,-0.00018,-0.00028,-0.0002,,,705.92161,0.00304,0.00299,0.01033,0.00487,,,705.92161,0.03457,0.0086,0.00041,0.0181,,,705.92161,0.00477,-0.00025,0.00343,0.00174
703.99287,-0.00028,-0.00043,-0.00049,,,703.99287,0.0028,0.00327,0.00903,0.00414,,,703.99287,0.035,0.00903,0.00029,0.01856,,,703.99287,0.00479,0.00023,0.00359,0.00198
702.06412,-0.00028,-0.00024,-0.00058,,,702.06412,0.00247,0.00345,0.00793,0.00364,,,702.06412,0.03555,0.00898,0.0004,0.01923,,,702.06412,0.00467,0.00088,0.00364,0.00215
700.13537,-0.00012,-0.00002,-0.00041,,,700.13537,0.00212,0.00358,0.00699,0.00315,,,700.13537,0.03602,0.00889,0.00081,0.01993,,,700.13537,0.00443,0.00122,0.00346,0.00222
698.20662,0.00017,-0.00006,-0.00016,,,698.20662,0.00182,0.00348,0.00598,0.00267,,,698.20662,0.03646,0.00937,0.00135,0.02068,,,698.20662,0.0046,0.00125,0.00336,0.00216
696.27788,0.00039,-0.00025,0,,,696.27788,0.00148,0.00318,0.00478,0.00245,,,696.27788,0.03694,0.00998,0.00185,0.02179,,,696.27788,0.00535,0.00117,0.0035,0.00207
694.34913,0.00033,-0.00023,0.0002,,,694.34913,0.00114,0.00278,0.00352,0.0024,,,694.34913,0.03739,0.01015,0.00235,0.02289,,,694.34913,0.00618,0.00127,0.00352,0.00197
692.42038,0.00016,0.00005,0.0005,,,692.42038,0.00078,0.00236,0.00241,0.00211,,,692.42038,0.03761,0.01022,0.00272,0.02354,,,692.42038,0.00675,0.00179,0.00351,0.00211
690.49163,0.00019,0.00015,0.00049,,,690.49163,0.00031,0.002,0.00143,0.00155,,,690.49163,0.03746,0.01043,0.00289,0.02388,,,690.49163,0.00681,0.00237,0.00385,0.00266
688.56289,0.00027,-0.00015,0.00005,,,688.56289,-0.00013,0.00164,0.00037,0.00094,,,688.56289,0.03718,0.01051,0.0031,0.02409,,,688.56289,0.00604,0.00243,0.00423,0.00305
686.63414,0.00032,-0.00042,-0.00024,,,686.63414,-0.00025,0.00124,-0.00078,0.00034,,,686.63414,0.03722,0.01056,0.00338,0.02436,,,686.63414,0.00488,0.00205,0.00412,0.00303
684.70539,0.00056,-0.00027,-0.00014,,,684.70539,-0.00002,0.00099,-0.0015,0.00005,,,684.70539,0.03783,0.01072,0.00371,0.02506,,,684.70539,0.00421,0.00189,0.00362,0.00285
682.77664,0.001,0.00008,-0.00009,,,682.77664,0.00029,0.00096,-0.00171,0.00015,,,682.77664,0.03857,0.01063,0.00397,0.02592,,,682.77664,0.0042,0.00245,0.00329,0.00261
680.8479,0.00123,0.00022,-0.00039,,,680.8479,0.0004,0.0012,-0.0018,0.00037,,,680.8479,0.03849,0.01038,0.00392,0.02647,,,680.8479,0.00407,0.00323,0.0031,0.00233
678.91915,0.00104,0.00019,-0.00063,,,678.91915,0.00042,0.00168,-0.00177,0.00056,,,678.91915,0.03794,0.01055,0.00373,0.02684,,,678.91915,0.00334,0.00347,0.00244,0.00211
676.9904,0.00065,0.00007,-0.00052,,,676.9904,0.00065,0.00209,-0.00138,0.00057,,,676.9904,0.03814,0.01082,0.00364,0.02702,,,676.9904,0.00243,0.0034,0.0014,0.0019
675.06165,0.00036,0.0002,-0.00037,,,675.06165,0.00114,0.00255,-0.00019,0.00072,,,675.06165,0.03878,0.01061,0.0037,0.02693,,,675.06165,0.00154,0.00315,0.00074,0.00172
673.13291,0.00049,0.00061,-0.00033,,,673.13291,0.00162,0.00352,0.00168,0.00162,,,673.13291,0.03921,0.01013,0.00407,0.02718,,,673.13291,0.00074,0.00274,0.00084,0.00195
671.20416,0.00119,0.00068,-0.00039,,,671.20416,0.00204,0.00521,0.00339,0.00326,,,671.20416,0.03977,0.00999,0.00484,0.0287,,,671.20416,0.00095,0.00315,0.00156,0.00302
669.27541,0.00183,0.00023,-0.00062,,,669.27541,0.00249,0.00741,0.00491,0.00504,,,669.27541,0.04053,0.01053,0.00529,0.03076,,,669.27541,0.00174,0.00433,0.00241,0.00453
667.34666,0.00127,0.00001,-0.00047,,,667.34666,0.00216,0.0079,0.00707,0.00513,,,667.34666,0.04069,0.0112,0.00389,0.02871,,,667.34666,-0.00047,0.00362,0.00202,0.00379
665.41791,0.00064,0.00023,-0.0001,,,665.41791,0.00139,0.00676,0.00928,0.00475,,,665.41791,0.04035,0.0113,0.00289,0.02563,,,665.41791,-0.00373,0.00213,0.00067,0.00182
663.48917,0.00076,0.00028,-0.00036,,,663.48917,0.00137,0.0066,0.01091,0.0054,,,663.48917,0.03998,0.01141,0.00296,0.02514,,,663.48917,-0.00545,0.00175,-0.00055,0.00072
661.56042,0.00085,0.00025,-0.0008,,,661.56042,0.00225,0.00741,0.01163,0.00639,,,661.56042,0.03964,0.01158,0.00325,0.02595,,,661.56042,-0.00629,0.00202,-0.00153,-0.00001
659.63167,0.00066,0.00056,-0.00037,,,659.63167,0.00356,0.0082,0.01198,0.00737,,,659.63167,0.03949,0.0115,0.0038,0.02737,,,659.63167,-0.00653,0.00266,-0.00216,-0.00099
657.70292,0.00065,0.00103,0.00053,,,657.70292,0.00463,0.0085,0.01291,0.00867,,,657.70292,0.03936,0.01137,0.00472,0.0289,,,657.70292,-0.00633,0.0034,-0.00257,-0.00225
655.77418,0.00081,0.00131,0.00073,,,655.77418,0.00515,0.00862,0.01377,0.00995,,,655.77418,0.03912,0.01152,0.00538,0.02932,,,655.77418,-0.00615,0.00392,-0.00296,-0.00282
653.84543,0.00075,0.00105,0.00034,,,653.84543,0.00535,0.00906,0.01392,0.01064,,,653.84543,0.03906,0.01182,0.00515,0.0286,,,653.84543,-0.00639,0.00418,-0.00358,-0.00267
651.91668,0.00058,-0.00006,-0.00006,,,651.91668,0.00578,0.0101,0.01413,0.01082,,,651.91668,0.03954,0.01222,0.00434,0.02745,,,651.91668,-0.00707,0.00405,-0.00411,-0.00272
649.98793,0.00062,-0.00116,-0.00073,,,649.98793,0.00655,0.01134,0.01509,0.01092,,,649.98793,0.04021,0.01247,0.00356,0.0263,,,649.98793,-0.00827,0.0035,-0.00439,-0.00306
648.05919,0.00074,-0.00128,-0.00163,,,648.05919,0.00767,0.01216,0.01661,0.01132,,,648.05919,0.03983,0.01256,0.00286,0.02544,,,648.05919,-0.00957,0.00318,-0.00528,-0.00381
646.13044,0.00073,-0.00089,-0.00143,,,646.13044,0.00912,0.01286,0.01903,0.01243,,,646.13044,0.03788,0.01302,0.00244,0.02479,,,646.13044,-0.01057,0.00335,-0.00692,-0.00467
644.20169,0.00071,-0.00077,0.00008,,,644.20169,0.01025,0.01404,0.02267,0.01419,,,644.20169,0.03541,0.01312,0.0024,0.02413,,,644.20169,-0.01181,0.00332,-0.008,-0.00461
642.27294,0.00058,-0.00099,0.00097,,,642.27294,0.01048,0.01545,0.02648,0.01666,,,642.27294,0.0334,0.01182,0.00213,0.02315,,,642.27294,-0.01278,0.00279,-0.00758,-0.00383
640.3442,0.00002,-0.0014,0.00044,,,640.3442,0.01075,0.01663,0.02928,0.01972,,,640.3442,0.03175,0.01016,0.00152,0.02179,,,640.3442,-0.01235,0.00221,-0.00702,-0.00347
638.41545,-0.00051,-0.00198,-0.00051,,,638.41545,0.01296,0.01774,0.03114,0.02213,,,638.41545,0.0306,0.00971,0.00076,0.02023,,,638.41545,-0.01162,0.00165,-0.00751,-0.00359
636.4867,-0.00061,-0.00187,-0.0012,,,636.4867,0.01634,0.01913,0.03356,0.02356,,,636.4867,0.03081,0.01025,0.0004,0.01927,,,636.4867,-0.01214,0.00174,-0.00714,-0.00318
634.55795,-0.0009,-0.00082,-0.00096,,,634.55795,0.01799,0.0204,0.03724,0.02528,,,634.55795,0.03166,0.01073,0.00135,0.01979,,,634.55795,-0.01277,0.00337,-0.00604,-0.00254
632.62921,-0.00152,-0.0001,0.00062,,,632.62921,0.01797,0.02114,0.04087,0.02788,,,632.62921,0.03071,0.01084,0.00287,0.02105,,,632.62921,-0.01295,0.00478,-0.00728,-0.00339
630.70046,-0.00136,0.00032,0.00284,,,630.70046,0.01823,0.02196,0.04368,0.03102,,,630.70046,0.02843,0.01146,0.00353,0.02164,,,630.70046,-0.01401,0.00344,-0.01044,-0.00628
628.77171,-0.00027,0.00087,0.00402,,,628.77171,0.01894,0.02334,0.04608,0.03355,,,628.77171,0.02738,0.01261,0.00309,0.02098,,,628.77171,-0.01602,-0.00005,-0.01329,-0.00972
626.84296,0.00023,0.0006,0.00336,,,626.84296,0.0192,0.02454,0.04833,0.03456,,,626.84296,0.02676,0.01243,0.00234,0.02001,,,626.84296,-0.01806,-0.00303,-0.01448,-0.00969
624.91422,-0.00055,0.00023,0.00287,,,624.91422,0.01888,0.02472,0.05066,0.03482,,,624.91422,0.02524,0.01095,0.00208,0.02117,,,624.91422,-0.01917,-0.00305,-0.01202,-0.00432
622.98547,-0.00106,0.00133,0.00349,,,622.98547,0.01903,0.0247,0.05357,0.03483,,,622.98547,0.02468,0.01088,0.00253,0.02495,,,622.98547,-0.01837,-0.00019,-0.00689,0.0015
621.05672,-0.00012,0.00263,0.00351,,,621.05672,0.02042,0.02546,0.0569,0.0339,,,621.05672,0.02568,0.0116,0.00393,0.02841,,,621.05672,-0.01633,0.0026,-0.00481,0.00337
619.12797,0.00108,0.00194,0.00249,,,619.12797,0.02266,0.02632,0.05921,0.03297,,,619.12797,0.02622,0.01022,0.006,0.02916,,,619.12797,-0.01507,0.00332,-0.0078,0.00138
617.19923,0.00109,-0.00038,0.00077,,,617.19923,0.02397,0.02699,0.05832,0.03394,,,617.19923,0.02633,0.00908,0.00735,0.02792,,,617.19923,-0.01477,0.00248,-0.01135,-0.00159
615.27048,-0.00031,-0.00148,-0.00123,,,615.27048,0.02344,0.02725,0.05502,0.03541,,,615.27048,0.02798,0.01149,0.00762,0.02725,,,615.27048,-0.01315,0.00252,-0.01382,-0.00234
613.34173,-0.00209,-0.00144,-0.00288,,,613.34173,0.02225,0.02634,0.05291,0.03436,,,613.34173,0.0312,0.01293,0.00695,0.02844,,,613.34173,-0.01029,0.00486,-0.0149,-0.00266
611.41298,-0.00212,-0.00243,-0.00328,,,611.41298,0.02153,0.02511,0.05337,0.03301,,,611.41298,0.03494,0.01002,0.00565,0.03126,,,611.41298,-0.00867,0.00787,-0.01162,-0.00491
609.48424,-0.00041,-0.00279,-0.00167,,,609.48424,0.02211,0.0248,0.05526,0.03457,,,609.48424,0.03859,0.00854,0.0046,0.03491,,,609.48424,-0.00798,0.01017,-0.00637,-0.00641
607.55549,0.00057,-0.00073,0.00043,,,607.55549,0.02406,0.02542,0.05648,0.03673,,,607.55549,0.04153,0.01179,0.00324,0.03697,,,607.55549,-0.00733,0.01067,-0.00353,-0.00439
605.62674,0.00014,0.00125,0.00066,,,605.62674,0.02607,0.02585,0.0559,0.03761,,,605.62674,0.04307,0.01545,0.00249,0.03587,,,605.62674,-0.00841,0.00906,-0.0032,-0.00199
603.69799,-0.00061,0.00184,-0.00065,,,603.69799,0.0258,0.02491,0.05553,0.0386,,,603.69799,0.04323,0.0184,0.00468,0.03498,,,603.69799,-0.01084,0.00769,-0.00545,-0.00315
601.76924,-0.00137,0.00277,-0.00083,,,601.76924,0.02395,0.0234,0.05839,0.03977,,,601.76924,0.04392,0.02184,0.00766,0.03784,,,601.76924,-0.01237,0.0072,-0.01049,-0.00675
599.8405,-0.00151,0.00315,0.00012,,,599.8405,0.02337,0.02234,0.06224,0.03987,,,599.8405,0.04599,0.02289,0.00732,0.04215,,,599.8405,-0.01315,0.00563,-0.01427,-0.00849
