Wavenumbers (cm-1),Glomalin,HA,BSA,,,Wavenumbers (cm-1),GOE,GOE+Glomalin,GOE+HA,GOE+BSA,,,Wavenumbers (cm-1),MnO2,MnO2+Glomalin,MnO2+HA,MnO2+BSA,,,Wavenumbers (cm-1),MMT,MMT+Glomalin,MMT+HA,MMT+BSA
1498.63687,0.00084,-0.00089,0.00031,,,1498.63687,0.00009,0.04599,0.00943,0.00576,,,1498.63687,0.08031,0.01437,0.0018,0.01919,,,1498.63687,-0.0023,0.00406,-0.0004,-0.00007
1496.70812,0.00084,-0.00091,0.0003,,,1496.70812,0.00005,0.04236,0.0093,0.00556,,,1496.70812,0.08032,0.01402,0.00181,0.01903,,,1496.70812,-0.00232,0.00379,-0.00049,-0.00016
1494.77937,0.00056,-0.00074,0.00018,,,1494.77937,0.00046,0.0386,0.00914,0.00541,,,1494.77937,0.08094,0.01328,0.00178,0.01911,,,1494.77937,-0.00271,0.0031,-0.00098,-0.00069
1492.85063,0.0005,-0.00073,0.00021,,,1492.85063,0.00049,0.03639,0.00908,0.00527,,,1492.85063,0.08098,0.01311,0.00175,0.01905,,,1492.85063,-0.00268,0.00291,-0.001,-0.00075
1490.92188,0.00084,-0.00093,0.00043,,,1490.92188,-0.00006,0.0353,0.00915,0.00507,,,1490.92188,0.08018,0.01367,0.00176,0.0188,,,1490.92188,-0.00204,0.00345,-0.00036,-0.00009
1488.99313,0.00107,-0.00098,0.00054,,,1488.99313,-0.00036,0.03356,0.00922,0.00487,,,1488.99313,0.07983,0.01391,0.00182,0.01866,,,1488.99313,-0.00162,0.00377,0.00009,0.00035
1487.06438,0.00073,-0.00073,0.00034,,,1487.06438,0.00022,0.03066,0.00914,0.00476,,,1487.06438,0.08068,0.01304,0.00185,0.01878,,,1487.06438,-0.00219,0.00299,-0.00052,-0.00034
1485.13564,0.00033,-0.00047,0.00007,,,1485.13564,0.00086,0.02829,0.00902,0.00473,,,1485.13564,0.08163,0.01208,0.00187,0.01893,,,1485.13564,-0.00282,0.00214,-0.00118,-0.00107
1483.20689,0.00018,-0.00037,-0.00007,,,1483.20689,0.00111,0.02707,0.00893,0.00473,,,1483.20689,0.08202,0.01163,0.00187,0.01895,,,1483.20689,-0.00303,0.00177,-0.00141,-0.0013
1481.27814,0.00018,-0.00039,-0.00006,,,1481.27814,0.00112,0.02667,0.00886,0.00472,,,1481.27814,0.08202,0.01153,0.00187,0.01889,,,1481.27814,-0.00299,0.00171,-0.0014,-0.00129
1479.34939,0.00024,-0.00044,0.00001,,,1479.34939,0.00102,0.02688,0.00884,0.00472,,,1479.34939,0.08183,0.01159,0.00188,0.01881,,,1479.34939,-0.00287,0.00183,-0.00131,-0.00122
1477.42065,0.00044,-0.00055,0.00014,,,1477.42065,0.0007,0.02796,0.0089,0.00477,,,1477.42065,0.08126,0.01198,0.0019,0.01864,,,1477.42065,-0.0025,0.00229,-0.00098,-0.00093
1475.4919,0.00082,-0.00077,0.00035,,,1475.4919,0.00005,0.03006,0.00904,0.00487,,,1475.4919,0.08033,0.01283,0.00191,0.01831,,,1475.4919,-0.00182,0.00313,-0.00023,-0.00027
1473.56315,0.00109,-0.00094,0.0005,,,1473.56315,-0.00052,0.0325,0.00915,0.00494,,,1473.56315,0.07965,0.01359,0.00188,0.01803,,,1473.56315,-0.00135,0.00384,0.00042,0.00032
1471.6344,0.00082,-0.00078,0.00038,,,1471.6344,-0.00018,0.03344,0.00914,0.00502,,,1471.6344,0.08024,0.01325,0.00185,0.0182,,,1471.6344,-0.00185,0.00347,-0.00005,-0.00014
1469.70566,0.00037,-0.00045,0.0001,,,1469.70566,0.00053,0.03295,0.00907,0.00509,,,1469.70566,0.08143,0.01239,0.00183,0.01857,,,1469.70566,-0.00259,0.00266,-0.00087,-0.00092
1467.77691,0.00023,-0.00036,-0.00002,,,1467.77691,0.00074,0.0328,0.00906,0.00508,,,1467.77691,0.0818,0.01207,0.0018,0.01866,,,1467.77691,-0.00282,0.00236,-0.00114,-0.00114
1465.84816,0.00033,-0.00049,0.00005,,,1465.84816,0.00055,0.03336,0.00908,0.00502,,,1465.84816,0.08145,0.0123,0.00179,0.01848,,,1465.84816,-0.00266,0.00253,-0.00097,-0.00094
1463.91941,0.00037,-0.00047,0.00011,,,1463.91941,0.00056,0.0339,0.00906,0.00506,,,1463.91941,0.08142,0.01244,0.00184,0.01844,,,1463.91941,-0.00256,0.00263,-0.00087,-0.00085
1461.99067,0.00039,-0.00038,0.00015,,,1461.99067,0.00064,0.03434,0.00908,0.00518,,,1461.99067,0.08154,0.01252,0.0019,0.01852,,,1461.99067,-0.00251,0.00267,-0.00078,-0.0008
1460.06192,0.00071,-0.00057,0.00033,,,1460.06192,0.00021,0.03568,0.00916,0.00523,,,1460.06192,0.08074,0.01325,0.00191,0.01829,,,1460.06192,-0.00202,0.00327,-0.00021,-0.00027
1458.13317,0.00133,-0.00096,0.00064,,,1458.13317,-0.00063,0.03827,0.00927,0.00528,,,1458.13317,0.07932,0.01458,0.00189,0.01788,,,1458.13317,-0.00104,0.0045,0.0009,0.00083
1456.20442,0.00137,-0.00087,0.00069,,,1456.20442,-0.00049,0.03934,0.00929,0.00546,,,1456.20442,0.0794,0.01462,0.00195,0.01803,,,1456.20442,-0.00099,0.0046,0.00097,0.00095
1454.27567,0.00087,-0.00045,0.0004,,,1454.27567,0.00039,0.03799,0.00921,0.00558,,,1454.27567,0.08081,0.01347,0.00203,0.01855,,,1454.27567,-0.00186,0.00362,0.00004,0.00002
1452.34693,0.00056,-0.00026,0.00015,,,1452.34693,0.00086,0.03678,0.00911,0.00553,,,1452.34693,0.08174,0.01276,0.00199,0.01874,,,1452.34693,-0.00239,0.00303,-0.00051,-0.00059
1450.41818,0.0005,-0.0003,0.00006,,,1450.41818,0.00095,0.03617,0.00904,0.00545,,,1450.41818,0.08194,0.01262,0.00189,0.01866,,,1450.41818,-0.00251,0.00284,-0.00069,-0.00082
1448.48943,0.00051,-0.00035,0.00009,,,1448.48943,0.00087,0.03581,0.00901,0.00542,,,1448.48943,0.08188,0.0127,0.00187,0.01857,,,1448.48943,-0.00245,0.00281,-0.00073,-0.00088
1446.56068,0.00041,-0.00025,0.00004,,,1446.56068,0.00096,0.03506,0.00899,0.00539,,,1446.56068,0.08212,0.01254,0.0019,0.01861,,,1446.56068,-0.00254,0.00263,-0.00094,-0.00107
1444.63194,0.00023,-0.00011,-0.00004,,,1444.63194,0.00118,0.03397,0.00895,0.00535,,,1444.63194,0.08253,0.01218,0.00191,0.01872,,,1444.63194,-0.00274,0.00233,-0.00127,-0.00135
1442.70319,0.00014,-0.00007,-0.00006,,,1442.70319,0.00129,0.03301,0.00893,0.00533,,,1442.70319,0.08275,0.01193,0.00189,0.01876,,,1442.70319,-0.0028,0.00216,-0.00141,-0.00149
1440.77444,0.00019,-0.00013,0.00001,,,1440.77444,0.00117,0.03235,0.00896,0.0053,,,1440.77444,0.08261,0.01191,0.00189,0.01867,,,1440.77444,-0.00265,0.00222,-0.00124,-0.00138
1438.84569,0.00038,-0.00033,0.00015,,,1438.84569,0.00082,0.03202,0.00905,0.00521,,,1438.84569,0.08202,0.01222,0.00189,0.01844,,,1438.84569,-0.00229,0.00255,-0.00078,-0.00095
1436.91695,0.00061,-0.0005,0.00025,,,1436.91695,0.00049,0.03148,0.00915,0.00509,,,1436.91695,0.08148,0.0126,0.00188,0.01824,,,1436.91695,-0.00185,0.00293,-0.00029,-0.00043
1434.9882,0.00058,-0.00042,0.00016,,,1434.9882,0.00059,0.03016,0.00916,0.00502,,,1434.9882,0.08183,0.01243,0.00188,0.01833,,,1434.9882,-0.00188,0.00279,-0.0003,-0.00047
1433.05945,0.00041,-0.00029,0.00005,,,1433.05945,0.00078,0.02897,0.00914,0.00496,,,1433.05945,0.08237,0.01208,0.00184,0.01846,,,1433.05945,-0.00212,0.00248,-0.00052,-0.00073
1431.1307,0.00035,-0.00028,0.00005,,,1431.1307,0.00075,0.02843,0.00915,0.00488,,,1431.1307,0.08246,0.01198,0.0018,0.01841,,,1431.1307,-0.00221,0.00237,-0.00058,-0.0008
1429.20196,0.00032,-0.00027,0.00004,,,1429.20196,0.00075,0.02825,0.00916,0.00488,,,1429.20196,0.08255,0.0119,0.00182,0.01833,,,1429.20196,-0.0023,0.00226,-0.00069,-0.00091
1427.27321,0.0003,-0.0002,-0.00001,,,1427.27321,0.00084,0.02838,0.00917,0.00496,,,1427.27321,0.08275,0.01181,0.0019,0.01833,,,1427.27321,-0.00239,0.00215,-0.00078,-0.00106
1425.34446,0.0004,-0.00018,0.00004,,,1425.34446,0.0008,0.02909,0.00923,0.00506,,,1425.34446,0.08265,0.012,0.00198,0.01832,,,1425.34446,-0.00229,0.0023,-0.00061,-0.00097
1423.41571,0.00055,-0.0002,0.00016,,,1423.41571,0.00068,0.03014,0.00933,0.00518,,,1423.41571,0.08232,0.01235,0.00203,0.01828,,,1423.41571,-0.00215,0.00255,-0.00035,-0.00075
1421.48697,0.0007,-0.00032,0.0003,,,1421.48697,0.00053,0.03123,0.00942,0.00528,,,1421.48697,0.08187,0.01275,0.002,0.0182,,,1421.48697,-0.002,0.00283,-0.00009,-0.00048
1419.55822,0.00095,-0.00054,0.00047,,,1419.55822,0.00028,0.03264,0.0095,0.00538,,,1419.55822,0.08137,0.01333,0.00193,0.0181,,,1419.55822,-0.00161,0.00336,0.00035,-0.00004
1417.62947,0.00102,-0.00048,0.00045,,,1417.62947,0.00036,0.03353,0.00953,0.00555,,,1417.62947,0.08159,0.01345,0.00194,0.01826,,,1417.62947,-0.00152,0.00354,0.0005,0
1415.70072,0.00081,-0.00021,0.00023,,,1415.70072,0.0008,0.03338,0.00947,0.00566,,,1415.70072,0.08231,0.01295,0.00198,0.0185,,,1415.70072,-0.00199,0.00307,0.00011,-0.00054
1413.77198,0.00068,-0.00005,0.00006,,,1413.77198,0.0011,0.03349,0.00937,0.00573,,,1413.77198,0.08272,0.01261,0.00198,0.01856,,,1413.77198,-0.00237,0.00271,-0.00016,-0.00091
1411.84323,0.00068,0,0.00004,,,1411.84323,0.00117,0.03428,0.00933,0.00582,,,1411.84323,0.08284,0.01262,0.00198,0.01853,,,1411.84323,-0.00247,0.00269,-0.00017,-0.00097
1409.91448,0.00074,0.00003,0.00009,,,1409.91448,0.00117,0.03546,0.00935,0.00591,,,1409.91448,0.08289,0.01277,0.00198,0.01855,,,1409.91448,-0.00249,0.00276,-0.00015,-0.00099
1407.98573,0.00084,0.00001,0.00016,,,1407.98573,0.00113,0.03691,0.00941,0.00603,,,1407.98573,0.0828,0.01297,0.00198,0.01859,,,1407.98573,-0.00247,0.0029,-0.00013,-0.00098
1406.05699,0.00099,-0.00005,0.00025,,,1406.05699,0.00103,0.03882,0.00947,0.00617,,,1406.05699,0.08259,0.01328,0.002,0.01861,,,1406.05699,-0.0023,0.00323,-0.00003,-0.00083
1404.12824,0.00101,-0.00005,0.00029,,,1404.12824,0.00101,0.04071,0.00952,0.00627,,,1404.12824,0.08263,0.01348,0.00204,0.01868,,,1404.12824,-0.00221,0.00343,-0.00003,-0.00076
1402.19949,0.00097,-0.00007,0.00029,,,1402.19949,0.00099,0.04214,0.00955,0.00631,,,1402.19949,0.08269,0.01359,0.00206,0.01873,,,1402.19949,-0.00222,0.00348,-0.00006,-0.00081
1400.27074,0.00107,-0.00022,0.00034,,,1400.27074,0.00071,0.04359,0.00957,0.00628,,,1400.27074,0.08236,0.01396,0.00203,0.01864,,,1400.27074,-0.00201,0.0038,0.00021,-0.0006
1398.34199,0.00129,-0.00036,0.00042,,,1398.34199,0.00034,0.04487,0.00963,0.00623,,,1398.34199,0.0819,0.01447,0.00201,0.01852,,,1398.34199,-0.00159,0.00433,0.00065,-0.00012
1396.41325,0.00148,-0.00038,0.00053,,,1396.41325,0.00023,0.04491,0.00976,0.00621,,,1396.41325,0.08168,0.01471,0.00202,0.01848,,,1396.41325,-0.00138,0.00453,0.00095,0.0002
1394.4845,0.00143,-0.00026,0.00053,,,1394.4845,0.00046,0.04362,0.00982,0.00616,,,1394.4845,0.08189,0.0144,0.00207,0.01853,,,1394.4845,-0.00164,0.0042,0.00078,-0.00006
1392.55575,0.00112,-0.00005,0.00034,,,1392.55575,0.00085,0.04219,0.00973,0.00604,,,1392.55575,0.08253,0.01371,0.00208,0.01863,,,1392.55575,-0.00215,0.00361,0.00019,-0.00068
1390.627,0.00089,0.00005,0.00019,,,1390.627,0.00102,0.04139,0.00964,0.0059,,,1390.627,0.08292,0.01332,0.00204,0.01865,,,1390.627,-0.00238,0.00332,-0.00019,-0.00095
1388.69826,0.00091,-0.00005,0.00022,,,1388.69826,0.00086,0.04066,0.00961,0.00577,,,1388.69826,0.08279,0.01339,0.00199,0.01856,,,1388.69826,-0.00223,0.00338,-0.00007,-0.00073
1386.76951,0.00094,-0.00012,0.00025,,,1386.76951,0.00078,0.03896,0.00958,0.00564,,,1386.76951,0.08275,0.01335,0.00198,0.01853,,,1386.76951,-0.00217,0.00331,0.00005,-0.00058
1384.84076,0.00079,-0.00006,0.00016,,,1384.84076,0.00101,0.03636,0.0095,0.00547,,,1384.84076,0.08309,0.0129,0.00198,0.01854,,,1384.84076,-0.00247,0.00284,-0.00015,-0.00083
1382.91201,0.00065,0.00001,0.00006,,,1382.91201,0.00122,0.03388,0.00942,0.00524,,,1382.91201,0.08337,0.01246,0.00195,0.01847,,,1382.91201,-0.00273,0.00242,-0.00027,-0.00103
1380.98327,0.00063,0.00001,0.00002,,,1380.98327,0.00125,0.03182,0.00943,0.00505,,,1380.98327,0.08343,0.01229,0.00192,0.01837,,,1380.98327,-0.00276,0.00224,-0.0002,-0.00102
1379.05452,0.00064,0.00003,0.00004,,,1379.05452,0.00114,0.0302,0.0095,0.00496,,,1379.05452,0.08338,0.01225,0.00195,0.01831,,,1379.05452,-0.00269,0.00222,-0.00013,-0.00097
1377.12577,0.00069,-0.00001,0.00012,,,1377.12577,0.00089,0.02913,0.00954,0.00492,,,1377.12577,0.08317,0.01233,0.00198,0.01823,,,1377.12577,-0.00254,0.00231,-0.00005,-0.00088
1375.19702,0.00076,-0.00013,0.00023,,,1375.19702,0.00064,0.02848,0.00951,0.00487,,,1375.19702,0.08291,0.01243,0.00199,0.01814,,,1375.19702,-0.00233,0.00247,0.00009,-0.00071
1373.26828,0.00066,-0.0002,0.0002,,,1373.26828,0.00073,0.02769,0.00942,0.0048,,,1373.26828,0.08305,0.01222,0.00197,0.01811,,,1373.26828,-0.00239,0.00234,-0.00005,-0.00074
1371.33953,0.00044,-0.00016,0.00005,,,1371.33953,0.00101,0.02685,0.0093,0.00468,,,1371.33953,0.08351,0.01182,0.00194,0.01809,,,1371.33953,-0.00266,0.002,-0.00044,-0.001
1369.41078,0.00028,-0.00012,-0.00009,,,1369.41078,0.00112,0.02622,0.0092,0.00455,,,1369.41078,0.08381,0.0116,0.00193,0.01802,,,1369.41078,-0.0028,0.00177,-0.00071,-0.00117
1367.48203,0.00021,-0.00014,-0.00012,,,1367.48203,0.00112,0.02557,0.00912,0.00446,,,1367.48203,0.08389,0.01149,0.00191,0.01796,,,1367.48203,-0.00285,0.00165,-0.00087,-0.00126
1365.55329,0.00025,-0.0002,-0.00002,,,1365.55329,0.00104,0.02506,0.00908,0.00447,,,1365.55329,0.08373,0.01155,0.00191,0.01793,,,1365.55329,-0.00276,0.00174,-0.00087,-0.00118
1363.62454,0.00042,-0.00029,0.00015,,,1363.62454,0.00085,0.02491,0.00908,0.00454,,,1363.62454,0.08344,0.01182,0.00192,0.01788,,,1363.62454,-0.00245,0.00206,-0.00061,-0.00086
1361.69579,0.00043,-0.00028,0.00017,,,1361.69579,0.00082,0.02452,0.00903,0.00453,,,1361.69579,0.0835,0.01179,0.00191,0.01785,,,1361.69579,-0.00239,0.00208,-0.00061,-0.0008
1359.76704,0.00022,-0.00016,0.00004,,,1359.76704,0.00099,0.02372,0.00896,0.00446,,,1359.76704,0.08396,0.01135,0.00187,0.01786,,,1359.76704,-0.00271,0.00169,-0.00101,-0.00118
1357.8383,0.00004,-0.00005,-0.00006,,,1357.8383,0.00109,0.02316,0.00892,0.00441,,,1357.8383,0.08431,0.01108,0.00186,0.01786,,,1357.8383,-0.00292,0.00143,-0.00129,-0.00147
1355.90955,-0.00002,-0.00002,-0.0001,,,1355.90955,0.00112,0.02301,0.00888,0.00441,,,1355.90955,0.08444,0.01105,0.00186,0.01782,,,1355.90955,-0.00295,0.0014,-0.00137,-0.00152
1353.9808,-0.00005,-0.00003,-0.00013,,,1353.9808,0.00113,0.02299,0.0088,0.00443,,,1353.9808,0.0845,0.011,0.00184,0.01779,,,1353.9808,-0.003,0.00138,-0.00145,-0.00156
1352.05205,-0.00009,-0.00005,-0.00017,,,1352.05205,0.00113,0.02302,0.00869,0.00442,,,1352.05205,0.08454,0.01092,0.00181,0.01777,,,1352.05205,-0.0031,0.00132,-0.00159,-0.00165
1350.12331,-0.0001,-0.00008,-0.00021,,,1350.12331,0.0011,0.02315,0.00857,0.00437,,,1350.12331,0.08454,0.01093,0.00176,0.01771,,,1350.12331,-0.00318,0.00131,-0.00167,-0.00169
1348.19456,-0.00008,-0.00007,-0.00022,,,1348.19456,0.00111,0.02331,0.00847,0.00433,,,1348.19456,0.08457,0.01095,0.00173,0.01768,,,1348.19456,-0.00325,0.00129,-0.0017,-0.00171
1346.26581,-0.00007,-0.00002,-0.00019,,,1346.26581,0.0012,0.02346,0.00844,0.00434,,,1346.26581,0.08459,0.01089,0.00176,0.01768,,,1346.26581,-0.00331,0.00127,-0.00172,-0.00171
1344.33706,-0.00003,0,-0.00011,,,1344.33706,0.00123,0.02373,0.00844,0.00435,,,1344.33706,0.08456,0.01091,0.00179,0.01768,,,1344.33706,-0.00324,0.00134,-0.00161,-0.00158
1342.40832,0.00015,-0.00007,0.00001,,,1342.40832,0.00106,0.02436,0.00845,0.00438,,,1342.40832,0.08441,0.01123,0.00181,0.01765,,,1342.40832,-0.00291,0.00169,-0.00124,-0.00119
1340.47957,0.00043,-0.00022,0.00008,,,1340.47957,0.00078,0.02519,0.00844,0.00441,,,1340.47957,0.08413,0.01173,0.0018,0.0176,,,1340.47957,-0.00239,0.00226,-0.00068,-0.00061
1338.55082,0.0005,-0.00029,0.00006,,,1338.55082,0.00072,0.02536,0.00841,0.00442,,,1338.55082,0.08407,0.01186,0.00178,0.01757,,,1338.55082,-0.00226,0.00239,-0.00057,-0.00046
1336.62207,0.00029,-0.00022,-0.00001,,,1336.62207,0.00092,0.0247,0.00836,0.00442,,,1336.62207,0.08438,0.01148,0.00175,0.01753,,,1336.62207,-0.0027,0.00189,-0.00106,-0.00093
1334.69332,0.00006,-0.00009,-0.00004,,,1334.69332,0.0011,0.02404,0.0083,0.00445,,,1334.69332,0.08475,0.01106,0.00172,0.01751,,,1334.69332,-0.00315,0.00143,-0.00151,-0.00143
1332.76458,-0.00002,0,-0.00005,,,1332.76458,0.00118,0.02376,0.00822,0.00449,,,1332.76458,0.08493,0.01087,0.00174,0.01753,,,1332.76458,-0.00332,0.00128,-0.00169,-0.00167
1330.83583,-0.00002,0.00001,-0.00009,,,1330.83583,0.00125,0.02383,0.00814,0.0045,,,1330.83583,0.08497,0.01086,0.00177,0.01754,,,1330.83583,-0.00334,0.00131,-0.00172,-0.0017
1328.90708,-0.00003,-0.00003,-0.00015,,,1328.90708,0.00132,0.0241,0.00805,0.00452,,,1328.90708,0.08499,0.01091,0.00176,0.01753,,,1328.90708,-0.00336,0.00138,-0.00172,-0.00165
1326.97833,-0.00005,-0.00008,-0.00021,,,1326.97833,0.00132,0.02453,0.00799,0.00453,,,1326.97833,0.08502,0.01095,0.00171,0.01751,,,1326.97833,-0.00338,0.0014,-0.00172,-0.00163
1325.04959,-0.00003,-0.0001,-0.00024,,,1325.04959,0.00125,0.02513,0.00792,0.00454,,,1325.04959,0.08509,0.01101,0.00168,0.01747,,,1325.04959,-0.00334,0.00144,-0.00169,-0.00163
1323.12084,0.00005,-0.00007,-0.00024,,,1323.12084,0.00117,0.02587,0.00788,0.00457,,,1323.12084,0.08512,0.01114,0.0017,0.01745,,,1323.12084,-0.00325,0.00158,-0.00164,-0.00157
1321.19209,0.00016,-0.00001,-0.00016,,,1321.19209,0.00105,0.02675,0.00791,0.00465,,,1321.19209,0.085,0.01135,0.00175,0.01748,,,1321.19209,-0.00309,0.00181,-0.00153,-0.0014
1319.26334,0.00024,0.00002,-0.00002,,,1319.26334,0.00093,0.0276,0.00796,0.00473,,,1319.26334,0.08484,0.01155,0.00179,0.01755,,,1319.26334,-0.00291,0.00202,-0.0014,-0.00123
1317.3346,0.00021,-0.00001,0.00003,,,1317.3346,0.00092,0.02809,0.00794,0.0048,,,1317.3346,0.08486,0.01155,0.00182,0.01761,,,1317.3346,-0.00286,0.00206,-0.00138,-0.00123
1315.40585,0.00015,-0.00007,-0.00003,,,1315.40585,0.00097,0.02826,0.00788,0.00484,,,1315.40585,0.08496,0.01143,0.00182,0.01762,,,1315.40585,-0.00293,0.00201,-0.00145,-0.00133
1313.4771,0.00012,-0.00011,-0.00011,,,1313.4771,0.00101,0.02826,0.00785,0.00484,,,1313.4771,0.08503,0.01131,0.00179,0.0176,,,1313.4771,-0.00299,0.00197,-0.00154,-0.00138
1311.54835,0.00009,-0.0001,-0.00015,,,1311.54835,0.00106,0.02803,0.00782,0.00482,,,1311.54835,0.08513,0.01119,0.00178,0.01759,,,1311.54835,-0.00305,0.00187,-0.00173,-0.00148
1309.61961,0.00004,-0.00005,-0.00016,,,1309.61961,0.00109,0.02768,0.00776,0.00484,,,1309.61961,0.08523,0.01111,0.00178,0.01759,,,1309.61961,-0.00308,0.00177,-0.00189,-0.00163
1307.69086,0.00001,-0.00004,-0.00015,,,1307.69086,0.00111,0.02737,0.00768,0.00485,,,1307.69086,0.0853,0.01109,0.00175,0.01757,,,1307.69086,-0.00305,0.00174,-0.00194,-0.0017
1305.76211,-0.00002,-0.00008,-0.00016,,,1305.76211,0.00115,0.02711,0.00759,0.00483,,,1305.76211,0.0853,0.01107,0.0017,0.01754,,,1305.76211,-0.00306,0.00172,-0.00189,-0.00173
1303.83336,-0.00003,-0.00015,-0.00017,,,1303.83336,0.00117,0.0269,0.00753,0.0048,,,1303.83336,0.08528,0.01102,0.00169,0.01752,,,1303.83336,-0.00312,0.00167,-0.00182,-0.00171
1301.90462,-0.00005,-0.00013,-0.00016,,,1301.90462,0.00116,0.02676,0.0075,0.00481,,,1301.90462,0.08532,0.01101,0.00172,0.01754,,,1301.90462,-0.00314,0.00163,-0.00179,-0.00165
1299.97587,-0.00006,-0.00007,-0.00014,,,1299.97587,0.00113,0.02667,0.0075,0.00482,,,1299.97587,0.08543,0.01104,0.00172,0.01757,,,1299.97587,-0.00308,0.00163,-0.00178,-0.00161
1298.04712,-0.00005,-0.00007,-0.00014,,,1298.04712,0.00108,0.02663,0.00747,0.00479,,,1298.04712,0.08551,0.01104,0.00169,0.01756,,,1298.04712,-0.00299,0.00166,-0.00173,-0.00157
1296.11837,-0.00004,-0.00011,-0.00017,,,1296.11837,0.00104,0.0266,0.00742,0.00472,,,1296.11837,0.08554,0.01104,0.00166,0.01752,,,1296.11837,-0.00295,0.00167,-0.00164,-0.0015
1294.18963,-0.00004,-0.00012,-0.00023,,,1294.18963,0.00105,0.02659,0.00738,0.00466,,,1294.18963,0.08553,0.01108,0.00162,0.01747,,,1294.18963,-0.00294,0.00163,-0.00161,-0.00144
1292.26088,-0.00005,-0.00013,-0.00027,,,1292.26088,0.00108,0.02666,0.00735,0.00463,,,1292.26088,0.0855,0.0111,0.00159,0.01743,,,1292.26088,-0.00285,0.0016,-0.00158,-0.0014
1290.33213,-0.00005,-0.00018,-0.0003,,,1290.33213,0.00108,0.02678,0.00733,0.00461,,,1290.33213,0.08547,0.01109,0.00157,0.01737,,,1290.33213,-0.00268,0.00165,-0.00144,-0.00131
1288.40338,-0.00004,-0.00024,-0.00029,,,1288.40338,0.00105,0.02684,0.00731,0.00459,,,1288.40338,0.08552,0.01108,0.00157,0.01735,,,1288.40338,-0.00256,0.00173,-0.00128,-0.00121
1286.47464,-0.00004,-0.00022,-0.00024,,,1286.47464,0.00101,0.02675,0.00731,0.00462,,,1286.47464,0.08562,0.01107,0.00162,0.0174,,,1286.47464,-0.00251,0.00172,-0.00127,-0.00118
1284.54589,-0.00005,-0.00015,-0.00017,,,1284.54589,0.001,0.02657,0.00733,0.00467,,,1284.54589,0.08572,0.01103,0.00169,0.01746,,,1284.54589,-0.00247,0.00165,-0.00135,-0.00121
1282.61714,-0.00004,-0.00007,-0.0001,,,1282.61714,0.00104,0.02638,0.00733,0.00471,,,1282.61714,0.08578,0.01101,0.00172,0.0175,,,1282.61714,-0.00239,0.00161,-0.00135,-0.00121
1280.68839,-0.00003,-0.00004,-0.00008,,,1280.68839,0.0011,0.02621,0.00731,0.00471,,,1280.68839,0.08583,0.01098,0.0017,0.01746,,,1280.68839,-0.00228,0.00161,-0.00126,-0.00119
1278.75965,-0.00004,-0.00005,-0.00012,,,1278.75965,0.00113,0.02601,0.00731,0.00465,,,1278.75965,0.08584,0.01094,0.00167,0.01737,,,1278.75965,-0.00213,0.00161,-0.00117,-0.00117
1276.8309,-0.00001,-0.00006,-0.00018,,,1276.8309,0.00113,0.0258,0.00733,0.00459,,,1276.8309,0.0858,0.01093,0.00168,0.01732,,,1276.8309,-0.00195,0.00161,-0.00105,-0.00113
1274.90215,0.00004,-0.00008,-0.0002,,,1274.90215,0.00109,0.02566,0.00735,0.00458,,,1274.90215,0.08576,0.01097,0.00171,0.01731,,,1274.90215,-0.00176,0.00164,-0.00089,-0.00104
1272.9734,0.0001,-0.00012,-0.00018,,,1272.9734,0.00103,0.02566,0.00735,0.00461,,,1272.9734,0.08572,0.01104,0.0017,0.01727,,,1272.9734,-0.00151,0.00171,-0.00072,-0.0009
1271.04465,0.00014,-0.00012,-0.00014,,,1271.04465,0.00101,0.02572,0.00735,0.00466,,,1271.04465,0.08569,0.01111,0.00169,0.01725,,,1271.04465,-0.00123,0.00177,-0.00046,-0.00074
1269.11591,0.00016,-0.00007,-0.00009,,,1269.11591,0.00103,0.02578,0.00739,0.0047,,,1269.11591,0.08568,0.0111,0.00171,0.0173,,,1269.11591,-0.00096,0.00178,-0.00019,-0.00061
1267.18716,0.00018,-0.00005,-0.00008,,,1267.18716,0.00103,0.02588,0.00744,0.00475,,,1267.18716,0.08571,0.01108,0.00175,0.01734,,,1267.18716,-0.00069,0.00178,0.00001,-0.00049
1265.25841,0.00022,-0.00003,-0.00007,,,1265.25841,0.00101,0.02604,0.0075,0.00481,,,1265.25841,0.08575,0.0111,0.0018,0.01735,,,1265.25841,-0.00033,0.00179,0.00022,-0.00035
1263.32966,0.00028,0,-0.00002,,,1263.32966,0.00102,0.02627,0.00761,0.00488,,,1263.32966,0.08575,0.01115,0.00188,0.01741,,,1263.32966,0.00016,0.00186,0.00051,-0.00016
1261.40092,0.00034,0.00002,0.00004,,,1261.40092,0.00104,0.02654,0.0077,0.00495,,,1261.40092,0.08576,0.01121,0.00193,0.0175,,,1261.40092,0.00077,0.00197,0.00087,0.0001
1259.47217,0.00035,-0.00007,0.00004,,,1259.47217,0.00108,0.02681,0.00769,0.00496,,,1259.47217,0.08588,0.01123,0.00192,0.01753,,,1259.47217,0.00139,0.00201,0.00127,0.0004
1257.54342,0.00032,-0.00018,-0.00001,,,1257.54342,0.00113,0.02701,0.00763,0.00489,,,1257.54342,0.0861,0.01127,0.00183,0.01746,,,1257.54342,0.00205,0.00198,0.00169,0.00068
