,GOE,MnO2,MMT
2¦È/degree,Intensity,Intensity,Intensity
66.6098,2114,695,1068
66.6295,2107,772,1157
66.6493,2090,720,1188
66.669,2127,759,1177
66.6888,2018,757,1132
66.7085,2096,802,1117
66.7282,2083,775,1128
66.748,2104,757,1143
66.7677,2061,889,1148
66.7875,2165,801,1230
66.8072,2119,813,1113
66.8269,2213,865,1196
66.8467,2179,833,1136
66.8664,2171,852,1207
66.8862,2257,876,1166
66.9059,2215,893,1172
66.9256,2308,941,1231
66.9454,2294,952,1185
66.9651,2196,951,1184
66.9849,2281,965,1221
67.0046,2301,901,1181
67.0243,2384,926,1233
67.0441,2323,940,1185
67.0638,2292,940,1219
67.0836,2302,973,1211
67.1033,2332,931,1149
67.123,2369,971,1224
67.1428,2346,920,1132
67.1625,2257,887,1204
67.1823,2259,917,1189
67.202,2297,928,1235
67.2217,2268,1020,1211
67.2415,2338,988,1234
67.2612,2274,899,1231
67.281,2228,847,1146
67.3007,2092,932,1242
67.3204,2218,914,1237
67.3402,2216,882,1305
67.3599,2180,837,1266
67.3797,2235,872,1286
67.3994,2159,890,1242
67.4191,2119,854,1251
67.4389,2144,832,1338
67.4586,2121,739,1355
67.4784,2092,753,1431
67.4981,2179,831,1460
67.5178,1967,828,1435
67.5376,2171,776,1457
67.5573,2141,782,1514
67.5771,2123,795,1533
67.5968,2108,788,1630
67.6166,2149,755,1578
67.6363,2005,727,1557
67.656,2118,746,1621
67.6758,2074,772,1603
67.6955,2047,701,1564
67.7153,2061,705,1539
67.735,2096,694,1546
67.7547,2027,701,1561
67.7745,2086,727,1590
67.7942,2041,702,1573
67.814,2139,696,1518
67.8337,2034,648,1608
67.8534,2128,658,1636
67.8732,2113,671,1621
67.8929,2025,696,1699
67.9127,2215,698,1755
67.9324,2175,630,1798
67.9521,2035,635,1688
67.9719,2063,625,1765
67.9916,2091,669,1848
68.0114,2114,612,1841
68.0311,2142,666,1851
68.0508,2109,648,1802
68.0706,2112,641,1790
68.0903,2112,628,1821
68.1101,2204,695,1929
68.1298,2119,645,1883
68.1495,2139,609,1885
68.1693,2193,608,1912
68.189,2088,645,1924
68.2088,2152,603,1836
68.2285,2153,623,1854
68.2482,2209,611,1829
68.268,2139,639,1779
68.2877,2290,672,1806
68.3075,2231,578,1669
68.3272,2236,571,1543
68.3469,2211,638,1577
68.3667,2237,629,1523
68.3864,2241,583,1476
68.4062,2308,636,1368
68.4259,2289,591,1440
68.4456,2231,613,1411
68.4654,2293,604,1381
68.4851,2353,559,1321
68.5049,2326,591,1249
68.5246,2300,587,1255
68.5444,2277,618,1306
68.5641,2317,613,1251
68.5838,2357,622,1263
68.6036,2274,611,1167
68.6233,2252,586,1241
68.6431,2359,576,1256
68.6628,2290,580,1196
68.6825,2250,592,1245
68.7023,2180,623,1205
68.722,2322,556,1235
68.7418,2212,597,1206
68.7615,2275,566,1196
68.7812,2218,525,1206
68.801,2304,543,1214
68.8207,2256,545,1186
68.8405,2277,561,1179
68.8602,2300,562,1190
68.8799,2266,565,1215
68.8997,2279,570,1206
68.9194,2291,564,1164
68.9392,2409,556,1181
68.9589,2467,517,1221
68.9786,2394,594,1198
68.9984,2486,578,1200
69.0181,2541,544,1197
69.0379,2548,539,1280
69.0576,2564,543,1244
69.0773,2461,517,1255
69.0971,2568,529,1309
69.1168,2623,536,1242
69.1366,2497,531,1236
69.1563,2498,565,1250
69.176,2436,562,1283
69.1958,2408,493,1272
69.2155,2469,560,1325
69.2353,2453,549,1268
69.255,2409,507,1377
69.2747,2434,521,1341
69.2945,2290,465,1409
69.3142,2325,543,1345
69.334,2320,521,1397
69.3537,2383,542,1438
69.3734,2211,563,1527
69.3932,2287,537,1431
69.4129,2199,562,1509
69.4327,2176,483,1503
69.4524,2256,508,1563
69.4721,2133,522,1600
69.4919,2145,549,1502
69.5116,2195,518,1575
69.5314,2143,472,1440
69.5511,2147,513,1517
69.5709,1990,535,1421
69.5906,2136,507,1432
69.6103,2170,516,1404
69.6301,2156,473,1468
69.6498,2058,530,1434
69.6696,2168,513,1394
69.6893,2083,515,1397
69.709,2181,466,1431
69.7288,2155,521,1377
69.7485,2178,509,1311
69.7683,2192,496,1352
69.788,2170,484,1291
69.8077,2139,480,1311
69.8275,2163,521,1361
69.8472,2168,469,1348
69.867,2030,454,1294
69.8867,2129,489,1338
69.9064,2126,494,1369
69.9262,2130,454,1297
69.9459,2166,525,1260
69.9657,2125,442,1289
69.9854,2140,530,1282
70.0051,2092,490,1307
70.0249,2080,497,1287
70.0446,2035,495,1289
70.0644,2075,487,1303
70.0841,2029,565,1344
70.1038,2089,505,1320
70.1236,2085,473,1414
70.1433,2049,459,1337
70.1631,2002,471,1286
70.1828,2092,532,1410
70.2025,2061,466,1344
70.2223,2062,493,1288
70.242,2013,495,1354
70.2618,2028,499,1311
70.2815,2024,466,1325
70.3012,1981,446,1353
70.321,1954,541,1342
70.3407,2006,471,1264
70.3605,1979,512,1345
70.3802,1946,434,1306
70.3999,1974,469,1298
70.4197,1945,440,1283
70.4394,1945,477,1232
70.4592,1907,467,1262
70.4789,1994,488,1220
70.4986,1928,485,1232
70.5184,2003,488,1158
70.5381,2003,490,1218
70.5579,1923,478,1203
70.5776,2051,471,1222
70.5974,1949,465,1202
70.6171,1889,463,1189
70.6368,1999,487,1170
70.6566,2009,489,1262
70.6763,1907,453,1128
70.6961,1986,514,1229
70.7158,2033,459,1130
70.7355,2009,514,1224
70.7553,1980,496,1148
70.775,1990,500,1171
70.7948,1999,483,1127
70.8145,2050,473,1125
70.8342,2087,507,1137
70.854,1915,499,1135
70.8737,1942,451,1145
70.8935,1967,487,1151
70.9132,1930,473,1203
70.9329,1993,494,1144
70.9527,1985,516,1137
70.9724,2045,494,1131
70.9922,1950,506,1195
71.0119,2026,486,1180
71.0316,2071,500,1150
71.0514,2072,512,1139
71.0711,2022,496,1158
71.0909,1984,487,1187
71.1106,2034,507,1170
71.1303,2078,476,1157
71.1501,2109,481,1143
71.1698,2164,478,1170
71.1896,2106,504,1139
71.2093,2126,511,1216
71.229,2187,507,1209
71.2488,2191,507,1195
71.2685,2162,508,1178
71.2883,2197,450,1166
71.308,2294,480,1236
71.3277,2350,507,1176
71.3475,2301,529,1207
71.3672,2258,538,1193
71.387,2327,525,1191
71.4067,2327,516,1191
71.4264,2478,515,1152
71.4462,2491,502,1139
71.4659,2465,510,1190
71.4857,2564,504,1176
71.5054,2547,518,1126
71.5252,2568,543,1196
71.5449,2635,563,1172
71.5646,2580,527,1149
71.5844,2632,531,1178
71.6041,2498,575,1161
71.6239,2473,533,1170
71.6436,2470,554,1159
71.6633,2394,624,1190
71.6831,2423,609,1186
71.7028,2242,584,1141
71.7226,2399,544,1145
71.7423,2329,617,1184
71.762,2447,614,1175
71.7818,2342,669,1128
71.8015,2253,637,1177
71.8213,2215,639,1138
71.841,2190,708,1173
71.8607,2235,639,1220
71.8805,2179,635,1185
71.9002,2167,666,1121
71.92,2141,713,1140
71.9397,2024,634,1169
71.9594,2067,639,1210
71.9792,2105,682,1142
71.9989,2100,697,1196
72.0187,2035,758,1237
72.0384,2073,797,1186
72.0581,1937,754,1192
72.0779,1971,787,1173
72.0976,1994,786,1198
72.1174,2034,727,1200
72.1371,1990,788,1215
72.1568,2021,821,1287
72.1766,1988,801,1236
72.1963,1958,840,1284
72.2161,2031,858,1261
72.2358,1858,821,1236
72.2555,2036,778,1248
72.2753,1976,795,1307
72.295,1953,813,1249
72.3148,1961,807,1298
72.3345,1966,739,1249
72.3542,1981,787,1261
72.374,1995,740,1300
72.3937,1970,761,1245
72.4135,1961,737,1373
72.4332,2001,738,1308
72.4529,1934,679,1297
72.4727,1981,694,1380
72.4924,1964,657,1394
72.5122,2005,671,1305
72.5319,2001,669,1377
72.5517,1949,642,1415
72.5714,1973,613,1338
72.5911,1922,599,1378
72.6109,1896,628,1356
72.6306,1994,598,1402
72.6504,1903,556,1540
72.6701,2027,555,1337
72.6898,1912,562,1450
72.7096,1916,614,1421
72.7293,1943,554,1431
72.7491,1972,540,1486
72.7688,1913,556,1475
72.7885,1948,546,1469
72.8083,1975,541,1483
72.828,1962,537,1463
72.8478,1924,573,1453
72.8675,1954,548,1509
72.8872,1924,509,1530
72.907,1967,504,1467
72.9267,1871,517,1448
72.9465,1981,502,1522
72.9662,2034,473,1549
72.9859,1980,508,1456
73.0057,1971,527,1574
73.0254,2005,461,1517
73.0452,1979,509,1619
73.0649,2052,458,1609
73.0846,2139,495,1594
73.1044,2057,504,1535
73.1241,2021,438,1495
73.1439,2106,479,1555
73.1636,2121,457,1548
73.1833,2084,466,1553
73.2031,2152,503,1550
73.2228,2186,496,1606
73.2426,2123,481,1550
73.2623,2105,453,1547
73.282,2122,459,1636
73.3018,2124,413,1766
73.3215,2133,437,1650
73.3413,2125,428,1633
73.361,2051,432,1575
73.3807,2144,447,1621
73.4005,2028,443,1629
73.4202,2132,411,1599
73.44,2086,447,1527
73.4597,2003,436,1573
73.4795,2051,442,1513
73.4992,2101,459,1553
73.5189,2025,440,1532
73.5387,1983,450,1567
73.5584,2004,417,1490
73.5782,1949,424,1491
73.5979,2047,447,1556
73.6176,1975,410,1452
73.6374,1947,441,1417
73.6571,1868,408,1423
73.6769,1940,456,1431
73.6966,1974,431,1436
73.7163,1953,447,1390
73.7361,1944,444,1422
73.7558,1974,410,1379
73.7756,1920,428,1418
73.7953,1960,398,1320
73.815,1920,405,1362
73.8348,1949,448,1337
73.8545,1938,430,1315
73.8743,1953,450,1366
73.894,1849,417,1344
73.9137,1886,445,1372
73.9335,1952,430,1314
73.9532,1958,450,1335
73.973,1893,418,1328
73.9927,1931,428,1348
74.0124,1880,407,1298
74.0322,1982,426,1307
74.0519,1867,437,1316
74.0717,1900,453,1278
74.0914,1993,416,1235
74.1111,1968,413,1294
74.1309,1978,430,1296
74.1506,1888,418,1336
74.1704,2004,402,1226
74.1901,1980,407,1272
74.2098,1903,387,1349
74.2296,1976,397,1263
74.2493,1888,434,1206
74.2691,1917,378,1283
74.2888,1936,411,1291
74.3085,1969,401,1251
74.3283,1924,439,1263
74.348,1850,418,1303
74.3678,1930,375,1194
74.3875,1919,394,1253
74.4072,1962,430,1262
74.427,1981,376,1275
74.4467,1994,382,1291
74.4665,1996,383,1268
74.4862,1907,415,1237
74.506,1979,403,1248
74.5257,1980,380,1282
74.5454,1927,386,1253
74.5652,1928,400,1261
74.5849,2014,432,1279
74.6047,2004,421,1250
74.6244,1972,437,1279
74.6441,1897,430,1253
74.6639,1934,428,1188
74.6836,1958,427,1239
74.7034,2033,404,1222
74.7231,1974,391,1295
74.7428,2038,388,1220
74.7626,2076,392,1256
74.7823,2049,412,1300
74.8021,2037,411,1232
74.8218,1993,418,1223
74.8415,2034,415,1173
74.8613,2019,387,1221
74.881,1976,384,1208
74.9008,2042,382,1232
74.9205,2024,428,1217
74.9402,2063,440,1216
74.96,2123,459,1187
74.9797,2095,438,1208
74.9995,2208,467,1210
75.0192,2109,420,1293
75.0389,2118,432,1227
75.0587,2060,394,1126
75.0784,2125,415,1177
75.0982,2100,433,1152
75.1179,2052,390,1142
75.1376,2128,405,1166
75.1574,2024,406,1177
75.1771,2142,416,1181
75.1969,2003,415,1120
75.2166,2134,405,1173
75.2363,1992,410,1219
75.2561,1973,385,1195
75.2758,2037,432,1122
75.2956,1989,415,1220
75.3153,2029,421,1218
75.335,2001,414,1290
75.3548,1947,392,1240
75.3745,1950,372,1306
75.3943,2064,431,1327
75.414,1936,398,1341
75.4338,1923,395,1393
75.4535,1949,408,1364
75.4732,1999,409,1448
75.493,1961,401,1576
75.5127,1946,401,1704
75.5325,1933,372,1803
75.5522,2016,380,1709
75.5719,1991,429,1654
75.5917,1962,401,1556
75.6114,1915,384,1514
75.6312,1983,388,1439
75.6509,1937,440,1430
75.6706,1968,396,1404
75.6904,1982,402,1448
75.7101,2054,411,1548
75.7299,1938,429,1502
75.7496,1972,440,1586
75.7693,1966,384,1568
75.7891,1951,392,1437
75.8088,1946,361,1387
75.8286,2014,394,1380
75.8483,1918,371,1368
75.868,2004,427,1297
75.8878,1961,394,1357
75.9075,1981,380,1335
75.9273,1972,378,1305
75.947,1915,371,1345
75.9667,1911,388,1365
75.9865,1942,362,1311
76.0062,1944,398,1284
76.026,1944,439,1288
76.0457,1899,402,1302
76.0654,1910,383,1345
76.0852,1966,396,1333
76.1049,2015,386,1331
76.1247,1931,368,1339
76.1444,2026,365,1426
76.1641,1970,383,1377
76.1839,1954,430,1367
76.2036,2017,362,1286
76.2234,1994,372,1452
76.2431,1975,397,1298
76.2628,1861,335,1364
76.2826,1942,393,1390
76.3023,1954,381,1398
76.3221,2032,427,1460
76.3418,2014,375,1386
76.3615,1992,367,1439
76.3813,1965,381,1370
76.401,2044,384,1386
76.4208,2039,388,1380
76.4405,1999,400,1388
76.4603,2067,401,1288
76.48,2112,384,1374
76.4997,2124,379,1327
76.5195,2125,355,1365
76.5392,2054,376,1377
76.559,2118,341,1345
76.5787,2111,369,1341
76.5984,2084,405,1303
76.6182,2084,416,1284
76.6379,2059,374,1292
76.6577,1993,388,1279
76.6774,2055,348,1219
76.6971,2102,355,1279
76.7169,2025,362,1217
76.7366,2052,374,1253
76.7564,1969,386,1283
76.7761,2072,366,1210
76.7958,2138,404,1215
76.8156,2028,355,1243
76.8353,1985,372,1194
76.8551,2018,354,1253
76.8748,1967,375,1175
76.8945,1929,395,1144
76.9143,1941,370,1203
76.934,1860,392,1152
76.9538,1918,354,1109
76.9735,1990,388,1207
76.9932,1878,384,1152
77.013,1934,364,1173
77.0327,1914,368,1160
77.0525,1878,384,1142
77.0722,1970,378,1192
77.0919,1935,355,1125
77.1117,1951,412,1153
77.1314,1884,388,1123
77.1512,1873,385,1118
77.1709,1895,362,1148
77.1906,1898,344,1128
77.2104,1913,360,1188
77.2301,1931,377,1118
77.2499,1932,358,1162
77.2696,1833,352,1101
77.2893,1901,329,1213
77.3091,1894,361,1100
77.3288,1906,355,1147
77.3486,1899,325,1095
77.3683,1916,361,1126
77.388,1948,324,1090
77.4078,1821,347,1090
77.4275,1921,370,1113
77.4473,1909,328,1176
77.467,1872,355,1164
77.4868,1918,374,1142
77.5065,1821,394,1157
77.5262,1895,353,1207
77.546,1925,345,1228
77.5657,1861,329,1167
77.5855,1834,350,1176
77.6052,1854,344,1152
77.6249,1888,365,1169
77.6447,1956,355,1148
77.6644,1918,352,1098
77.6842,1870,370,1129
77.7039,1946,366,1097
77.7236,1894,400,1085
77.7434,1873,330,1161
77.7631,1950,334,1104
77.7829,1887,357,1123
77.8026,1958,369,1117
77.8223,2008,353,1065
77.8421,1879,331,1122
77.8618,1915,332,1107
77.8816,1878,339,1096
77.9013,1924,359,1050
77.921,1893,361,1037
77.9408,1917,355,1079
77.9605,1990,344,1035
77.9803,1968,366,1139
78,1963,307,1143
78.0197,1886,367,1075
78.0395,1802,397,1018
78.0592,1910,378,1095
78.079,1873,379,1075
78.0987,1924,355,1066
78.1184,1943,357,1094
78.1382,1905,341,1127
78.1579,1916,360,1059
78.1777,1884,378,1111
78.1974,1911,354,1128
78.2171,1863,363,1073
78.2369,1877,391,1038
78.2566,1898,362,1049
78.2764,1813,390,1034
78.2961,1906,341,1120
78.3158,1784,370,1091
78.3356,1832,363,1041
78.3553,1837,352,1089
78.3751,1849,356,1087
78.3948,1820,371,1022
78.4146,1844,366,1057
78.4343,1913,359,1046
78.454,1859,348,1037
78.4738,1917,408,1090
78.4935,1837,368,1031
78.5133,1919,452,1022
78.533,1858,367,1036
78.5527,1889,384,1025
78.5725,1887,376,1011
78.5922,1853,381,997
78.612,1864,357,1033
78.6317,1838,399,1009
78.6514,1872,400,946
78.6712,1846,364,955
78.6909,1780,429,1034
78.7107,1871,388,999
78.7304,1940,350,991
78.7501,1855,380,956
78.7699,1856,364,974
78.7896,1814,392,984
78.8094,1959,400,979
78.8291,1831,402,949
78.8488,1948,344,967
78.8686,1788,364,956
78.8883,1855,408,950
78.9081,1933,384,982
78.9278,1896,385,1026
78.9475,1831,377,971
78.9673,1872,383,1049
78.987,1824,347,979
79.0068,1911,388,956
79.0265,1911,384,980
79.0462,1796,405,1004
79.066,1774,395,952
79.0857,1966,415,966
79.1055,1876,376,998
79.1252,1849,365,1009
79.1449,1859,413,994
79.1647,1887,432,978
79.1844,1895,368,1000
79.2042,1843,383,967
79.2239,1891,424,994
79.2436,1943,417,1011
79.2634,1922,367,938
79.2831,1905,423,993
79.3029,1865,411,978
79.3226,1893,409,1051
79.3423,1837,411,1029
79.3621,2030,397,1027
79.3818,1835,408,968
79.4016,1919,388,1025
79.4213,1882,455,1014
79.4411,1986,423,1010
79.4608,1894,423,998
79.4805,1956,445,1041
79.5003,1951,383,980
79.52,1949,403,1031
79.5398,1882,407,1069
79.5595,1909,424,1096
79.5792,1931,377,1095
79.599,1983,382,1045
79.6187,2009,376,1119
79.6385,1918,406,1116
79.6582,1923,390,1057
79.6779,1937,431,1175
79.6977,1981,386,1159
79.7174,1967,365,1176
79.7372,2022,417,1161
79.7569,2057,395,1244
79.7766,2004,412,1218
79.7964,2001,386,1317
79.8161,1930,411,1168
79.8359,1971,385,1245
79.8556,2072,382,1194
79.8753,2135,365,1211
79.8951,2046,338,1210
79.9148,2138,354,1188
79.9346,2046,366,1165
79.9543,2049,362,1221
79.974,2059,380,1183
79.9938,2068,370,1139
80.0135,2093,363,1095
80.0333,2104,393,1096
80.053,2061,376,1085
80.0727,1991,363,1046
80.0925,1984,338,1081
80.1122,2010,403,1030
80.132,1930,367,1070
80.1517,2048,356,1023
80.1714,2063,343,1050
80.1912,1922,337,1007
80.2109,1920,327,1011
80.2307,1979,374,923
80.2504,1997,325,971
80.2701,1943,354,950
80.2899,1949,339,970
80.3096,1845,352,1024
80.3294,1873,342,960
80.3491,1936,361,908
80.3689,1899,342,949
80.3886,1884,345,935
80.4083,1967,338,963
80.4281,1944,348,970
80.4478,1828,337,916
80.4676,1912,327,979
80.4873,1879,335,947
80.507,1836,347,928
80.5268,1937,355,898
80.5465,1851,360,1015
80.5663,1917,344,991
80.586,1861,380,938
80.6057,1908,336,950
80.6255,1892,317,964
80.6452,1887,331,965
80.665,1844,333,935
80.6847,1956,380,970
80.7044,1793,335,902
80.7242,1893,351,962
80.7439,1916,324,963
80.7637,1920,352,946
80.7834,1865,364,936
80.8031,1894,343,994
80.8229,1864,367,1057
80.8426,1902,391,944
80.8624,1884,339,985
80.8821,1866,345,1004
80.9018,1883,379,982
80.9216,1864,367,1034
80.9413,1891,352,1052
80.9611,1821,321,1007
80.9808,1888,358,1032
81.0005,1838,348,1004
81.0203,1928,345,1061
81.04,1883,327,1123
81.0598,1848,345,1127
81.0795,1914,349,1094
81.0992,1874,363,1093
81.119,1867,373,1073
81.1387,1889,348,1158
81.1585,1854,376,1120
81.1782,1796,319,1078
81.1979,1849,331,1134
81.2177,1746,383,1111
81.2374,1866,343,1162
81.2572,1831,373,1205
81.2769,1860,346,1155
81.2966,1819,356,1199
81.3164,1883,334,1151
81.3361,1909,354,1174
81.3559,1942,362,1196
81.3756,1955,347,1240
81.3954,1872,331,1189
81.4151,1828,361,1171
81.4348,1852,362,1154
81.4546,1872,388,1215
81.4743,1936,342,1089
81.4941,1849,382,1046
81.5138,1909,352,1070
81.5335,1829,388,1067
81.5533,1831,350,1053
81.573,1902,373,1090
81.5928,1860,391,1077
81.6125,1875,390,990
81.6322,1809,405,1071
81.652,1865,353,1012
81.6717,1924,363,1009
81.6915,1859,356,902
81.7112,1842,341,945
81.7309,1886,356,1038
81.7507,1884,349,944
81.7704,1864,357,962
81.7902,1876,362,897
81.8099,1865,387,915
81.8296,1819,354,909
81.8494,1757,349,887
81.8691,1900,376,837
81.8889,1885,376,874
81.9086,1916,381,924
81.9283,1881,326,880
81.9481,1903,401,911
81.9678,1836,360,912
81.9876,1853,367,952
82.0073,1853,353,852
82.027,1794,376,846
82.0468,1862,336,914
82.0665,1817,339,865
82.0863,1843,363,864
82.106,1776,347,882
82.1257,1855,376,896
82.1455,1821,395,878
82.1652,1842,353,930
82.185,1831,339,924
82.2047,1855,385,874
82.2244,1823,366,878
82.2442,1842,365,898
82.2639,1765,365,879
82.2837,1800,366,838
82.3034,1847,338,881
82.3232,1850,337,876
82.3429,1843,347,903
82.3626,1775,403,869
82.3824,1862,354,861
82.4021,1891,368,877
82.4219,1904,340,839
82.4416,1759,366,890
82.4613,1800,401,869
82.4811,1852,368,873
82.5008,1825,362,896
82.5206,1885,358,848
82.5403,1826,328,833
82.56,1848,367,854
82.5798,1808,357,850
82.5995,1883,359,804
82.6193,1871,385,877
82.639,1796,337,871
82.6587,1889,393,861
82.6785,1880,380,890
82.6982,1926,384,836
82.718,1879,350,861
82.7377,1863,349,843
82.7574,1870,382,889
82.7772,1867,371,895
82.7969,1872,359,833
82.8167,1908,325,832
82.8364,1777,363,840
82.8561,1884,339,878
82.8759,1808,333,824
82.8956,1870,330,862
82.9154,1832,361,875
82.9351,1864,357,822
82.9548,1851,369,886
82.9746,1817,366,895
82.9943,1820,389,893
83.0141,1834,341,821
83.0338,1921,360,921
83.0535,1864,385,822
83.0733,1894,374,883
83.093,1865,355,828
83.1128,1913,337,870
83.1325,1840,317,860
83.1522,1884,339,897
83.172,1781,359,903
83.1917,1840,330,886
83.2115,1836,348,882
83.2312,1888,322,836
83.2509,1873,318,861
83.2707,1889,308,902
83.2904,1853,335,881
83.3102,1798,337,845
83.3299,1779,339,935
83.3497,1902,333,901
83.3694,1872,337,875
83.3891,1827,336,906
83.4089,1888,331,832
83.4286,1880,337,836
83.4484,1891,318,902
83.4681,1870,319,896
83.4878,1820,314,880
83.5076,1914,320,872
83.5273,1901,352,855
83.5471,1851,344,883
83.5668,1899,323,968
83.5865,1885,311,859
83.6063,1896,309,918
83.626,1890,319,898
83.6458,1889,326,928
83.6655,1890,356,878
83.6852,1989,360,902
83.705,1899,327,999
83.7247,2039,325,979
83.7445,1939,330,951
83.7642,1855,323,974
83.7839,1916,297,893
83.8037,2034,342,895
83.8234,1906,331,902
83.8432,1930,329,940
83.8629,1944,332,961
83.8826,2014,293,891
83.9024,1952,357,871
83.9221,1990,377,964
83.9419,1992,357,899
83.9616,2110,356,848
83.9813,2033,349,936
84.0011,2055,347,931
84.0208,2027,269,931
84.0406,2125,338,878
84.0603,2151,353,911
84.08,2079,301,903
84.0998,2156,301,817
84.1195,2060,334,895
84.1393,2110,303,848
84.159,2115,320,868
84.1787,2015,345,827
84.1985,2069,300,832
84.2182,2068,329,861
84.238,2051,293,805
84.2577,2037,346,788
84.2774,2102,304,857
84.2972,2115,305,846
84.3169,2075,319,840
84.3367,2075,327,845
84.3564,2031,310,839
84.3762,2108,323,798
84.3959,2064,305,810
84.4156,2068,324,774
84.4354,2118,282,824
84.4551,2077,324,810
84.4749,2002,304,805
84.4946,2135,268,796
84.5143,2158,312,839
84.5341,2011,290,855
84.5538,2016,338,772
84.5736,2114,334,839
84.5933,2019,307,835
84.613,2120,302,869
84.6328,2004,309,796
84.6525,2045,321,794
84.6723,2132,300,804
84.692,2092,292,822
84.7117,2033,311,809
84.7315,2093,319,821
84.7512,2054,301,820
84.771,1992,335,868
84.7907,1940,295,817
84.8104,2103,305,851
84.8302,1926,296,855
84.8499,2005,322,796
84.8697,2074,328,811
84.8894,2030,302,826
84.9091,1958,312,805
84.9289,1927,305,845
84.9486,1998,302,815
84.9684,1955,320,831
84.9881,1958,334,847
85.0078,2003,322,830
